borrower_id,loan_amount,credit_score,annual_income,dti_ratio,employment_length_years,num_existing_loans,account_age_months,declared_purpose,primary_mcc_category,secondary_mcc_category,mcc_mismatch_flag,days_to_first_tx,pct_spent_48h,pct_spent_7d,cash_withdrawal_ratio,high_risk_spend_ratio,international_tx_ratio,nighttime_tx_ratio,num_unique_merchants,num_total_transactions,avg_tx_amount,max_single_tx_pct,is_flagged_misuse
BW-00151,91285.26,632,61842.85,0.245,18,2,112,Medical,Retail,Casino,0,27,0.947,1.0,0.399,0.058,0.381,0.254,2,7,11410.66,0.631,1
BW-00152,27758.38,726,47333.76,0.103,9,6,9,Equipment Purchase,ATM Cash,Equipment Vendor,1,10,0.845,0.954,0.772,0.024,0.166,0.379,22,27,991.37,0.831,1
BW-00153,18765.01,747,155463.14,0.468,0,2,92,Business Expansion,Retail,Retail,0,3,0.983,1.0,0.403,0.079,0.376,0.343,13,23,781.88,0.512,0
BW-00154,51498.01,661,105369.85,0.635,16,2,96,Business Expansion,Luxury Travel,Crypto Exchange,0,5,0.692,0.852,0.221,0.112,0.186,0.253,22,38,1320.46,0.649,0
BW-00155,98636.79,605,32157.19,0.434,15,0,52,Medical,Retail,Equipment Vendor,0,26,0.378,0.468,0.155,0.041,0.494,0.01,19,20,4696.99,0.146,0
BW-00156,27995.25,728,150447.2,0.166,8,5,54,Equipment Purchase,Luxury Travel,Equipment Vendor,1,6,0.281,0.422,0.556,0.141,0.086,0.373,4,12,2153.48,0.86,0
BW-00157,68852.88,735,177119.07,0.276,24,5,3,Business Expansion,Retail,Crypto Exchange,0,16,0.663,0.954,0.429,0.029,0.001,0.528,6,23,2868.87,0.378,0
BW-00158,77353.86,767,120888.93,0.577,20,5,115,Education,Luxury Travel,ATM Cash,0,7,0.981,1.0,0.483,0.01,0.297,0.462,27,31,2417.31,0.637,0
BW-00159,27575.57,766,105556.26,0.228,8,5,96,Education,Luxury Travel,Crypto Exchange,0,27,0.627,0.659,0.604,0.097,0.476,0.589,22,27,984.84,0.879,0
BW-00160,74180.55,669,161762.38,0.434,22,2,69,Debt Consolidation,ATM Cash,Luxury Travel,0,0,0.882,1.0,0.581,0.127,0.324,0.083,17,20,3532.41,0.789,0
BW-00161,39939.4,724,172877.52,0.321,8,0,8,Debt Consolidation,ATM Cash,Retail,0,24,0.329,0.52,0.035,0.143,0.043,0.134,26,34,1141.13,0.642,0
BW-00162,65069.05,572,143180.54,0.214,11,5,14,Equipment Purchase,Luxury Travel,ATM Cash,1,14,0.407,0.781,0.642,0.115,0.27,0.324,24,28,2243.76,0.698,1
BW-00163,65185.32,762,96817.94,0.547,22,7,3,Business Expansion,ATM Cash,Casino,0,19,0.906,1.0,0.426,0.03,0.455,0.142,9,12,5014.26,0.883,0
BW-00164,55898.59,784,118833.21,0.509,8,4,24,Education,Luxury Travel,Retail,0,11,0.757,1.0,0.313,0.147,0.003,0.021,2,10,5081.69,0.79,0
BW-00165,13577.53,562,135140.3,0.464,14,3,13,Education,ATM Cash,Retail,0,14,0.981,1.0,0.43,0.138,0.083,0.241,20,37,357.3,0.618,0
BW-00166,84353.74,650,59141.04,0.23,1,4,43,Equipment Purchase,Crypto Exchange,Casino,1,22,0.775,0.864,0.49,0.559,0.407,0.173,27,37,2219.84,0.66,1
BW-00167,35474.11,573,97080.15,0.154,10,0,29,Business Expansion,Retail,Retail,0,26,0.449,0.81,0.12,0.084,0.447,0.158,6,21,1612.46,0.225,0
BW-00168,22719.26,560,154473.19,0.417,10,0,72,Equipment Purchase,Luxury Travel,ATM Cash,1,29,0.531,0.727,0.334,0.083,0.354,0.572,18,19,1135.96,0.5,0
BW-00169,8873.64,822,128208.8,0.405,7,3,51,Medical,Casino,ATM Cash,0,21,0.901,1.0,0.268,0.991,0.496,0.143,27,42,206.36,0.356,0
BW-00170,61134.83,830,91680.61,0.204,22,1,42,Education,ATM Cash,ATM Cash,0,14,0.552,0.61,0.28,0.148,0.045,0.078,23,41,1455.59,0.467,0
BW-00171,69368.61,643,129504.38,0.131,5,1,31,Equipment Purchase,ATM Cash,Equipment Vendor,1,28,0.255,0.358,0.073,0.009,0.273,0.075,22,31,2167.77,0.663,0
BW-00172,6575.84,750,47733.36,0.144,20,7,63,Equipment Purchase,Equipment Vendor,Equipment Vendor,0,8,0.436,0.67,0.128,0.094,0.342,0.484,24,27,234.85,0.227,0
BW-00173,53648.84,570,90224.64,0.646,19,1,26,Medical,Casino,ATM Cash,0,15,0.516,0.644,0.129,0.586,0.351,0.429,15,26,1986.99,0.115,0
BW-00174,26517.1,760,148969.28,0.531,6,2,18,Debt Consolidation,Casino,Casino,0,29,0.097,0.297,0.299,0.423,0.397,0.078,23,31,828.66,0.437,0
BW-00175,66291.42,689,63076.32,0.607,2,1,82,Education,Crypto Exchange,Casino,0,1,0.744,0.894,0.716,0.707,0.459,0.132,16,28,2285.91,0.374,0
BW-00176,21564.81,842,57894.23,0.207,7,6,57,Equipment Purchase,Retail,Crypto Exchange,0,14,0.109,0.365,0.165,0.037,0.181,0.448,26,30,695.64,0.457,0
BW-00177,70639.09,847,172622.8,0.628,17,2,7,Education,Crypto Exchange,Crypto Exchange,0,14,0.405,0.6,0.333,0.712,0.021,0.165,1,2,23546.36,0.892,0
BW-00178,41739.86,650,61484.64,0.178,16,2,112,Debt Consolidation,Retail,ATM Cash,0,26,0.805,0.807,0.249,0.143,0.181,0.589,10,12,3210.76,0.701,0
BW-00179,93989.35,577,69137.79,0.38,10,7,102,Equipment Purchase,Luxury Travel,Retail,1,6,0.468,0.728,0.63,0.114,0.336,0.324,10,17,5221.63,0.378,0
BW-00180,18064.49,590,175442.39,0.556,1,1,48,Medical,Crypto Exchange,Retail,0,26,0.842,1.0,0.04,0.759,0.107,0.115,21,26,669.06,0.252,0
BW-00181,37401.3,695,140206.29,0.292,24,1,80,Education,Equipment Vendor,Casino,0,20,0.342,0.479,0.157,0.033,0.405,0.515,6,10,3400.12,0.626,0
BW-00182,15779.98,805,134939.48,0.334,20,7,119,Medical,Retail,Retail,0,12,0.958,0.996,0.169,0.064,0.11,0.192,23,26,584.44,0.659,0
BW-00183,92845.89,776,157938.96,0.171,23,3,60,Debt Consolidation,Crypto Exchange,Luxury Travel,0,22,0.209,0.297,0.794,0.582,0.005,0.173,4,23,3868.58,0.511,0
BW-00184,88347.24,785,47373.46,0.168,18,5,33,Debt Consolidation,Equipment Vendor,Equipment Vendor,0,16,0.038,0.128,0.457,0.123,0.254,0.196,14,29,2944.91,0.281,0
BW-00185,29504.45,562,135893.44,0.441,6,7,115,Education,Casino,Retail,0,10,0.872,1.0,0.111,0.763,0.363,0.461,25,32,894.07,0.124,0
BW-00186,67698.48,759,105553.29,0.472,17,3,3,Debt Consolidation,ATM Cash,Retail,0,26,0.752,0.925,0.218,0.099,0.175,0.104,17,28,2334.43,0.326,0
BW-00187,82636.11,778,154372.6,0.528,7,2,102,Business Expansion,Luxury Travel,Crypto Exchange,0,9,0.232,0.249,0.134,0.014,0.374,0.229,3,7,10329.51,0.489,0
BW-00188,57744.08,649,106221.26,0.406,13,3,4,Education,Luxury Travel,Luxury Travel,0,24,0.985,1.0,0.1,0.003,0.219,0.018,26,30,1862.71,0.77,0
BW-00189,55316.8,580,123036.2,0.455,6,2,100,Business Expansion,Casino,Retail,0,0,0.502,0.534,0.638,0.571,0.086,0.496,2,14,3687.79,0.826,0
BW-00190,27975.97,565,101661.32,0.107,20,0,4,Debt Consolidation,Crypto Exchange,Equipment Vendor,0,13,0.951,1.0,0.397,0.526,0.045,0.204,18,28,964.69,0.451,0
BW-00191,13844.76,686,101723.84,0.189,3,2,42,Education,ATM Cash,Retail,0,4,0.505,0.58,0.505,0.012,0.355,0.149,17,27,494.46,0.777,0
BW-00192,90235.5,715,145195.5,0.642,16,2,9,Business Expansion,Casino,Casino,0,29,0.472,0.671,0.265,0.677,0.193,0.348,13,31,2819.86,0.944,0
BW-00193,90539.72,649,124284.96,0.142,4,3,104,Debt Consolidation,Equipment Vendor,Luxury Travel,0,7,0.449,0.597,0.443,0.075,0.456,0.423,19,25,3482.3,0.709,0
BW-00194,65144.64,658,124989.48,0.473,11,5,51,Equipment Purchase,ATM Cash,Retail,1,0,0.335,0.657,0.206,0.119,0.27,0.488,10,26,2412.76,0.719,1
BW-00195,37207.83,722,97542.37,0.197,8,0,17,Equipment Purchase,Retail,Luxury Travel,0,6,0.534,0.662,0.246,0.1,0.174,0.209,21,25,1431.07,0.873,0
BW-00196,38174.91,786,109666.42,0.494,19,4,17,Medical,Crypto Exchange,Retail,0,1,0.453,0.636,0.522,0.985,0.174,0.487,22,27,1363.39,0.387,0
BW-00197,73965.79,711,141857.65,0.488,12,4,97,Equipment Purchase,ATM Cash,Equipment Vendor,1,6,0.037,0.326,0.12,0.046,0.066,0.279,24,41,1761.09,0.11,1
BW-00198,90225.47,765,153891.14,0.229,24,5,20,Business Expansion,Retail,Equipment Vendor,0,6,0.26,0.433,0.494,0.039,0.297,0.061,4,21,4101.16,0.939,0
BW-00199,89273.21,813,134484.21,0.248,17,4,14,Equipment Purchase,Casino,Luxury Travel,1,8,0.213,0.53,0.682,0.621,0.291,0.508,17,25,3433.58,0.517,1
BW-00200,79088.18,812,168610.95,0.46,19,0,22,Education,Luxury Travel,ATM Cash,0,21,0.867,1.0,0.096,0.03,0.4,0.329,28,45,1719.31,0.768,0
BW-00201,65993.01,841,153048.61,0.315,8,1,52,Education,ATM Cash,Crypto Exchange,0,3,0.599,0.763,0.718,0.122,0.101,0.361,16,34,1885.51,0.791,0
BW-00202,12993.3,823,114279.57,0.207,3,0,27,Education,ATM Cash,Crypto Exchange,0,22,0.764,0.966,0.064,0.078,0.145,0.562,25,41,309.36,0.438,0
BW-00203,20354.73,552,130710.91,0.502,20,3,43,Equipment Purchase,Retail,Casino,0,6,0.957,1.0,0.279,0.034,0.049,0.335,19,27,726.95,0.56,0
BW-00204,90362.65,577,168946.24,0.185,7,7,3,Equipment Purchase,Retail,ATM Cash,0,19,0.644,0.909,0.488,0.094,0.148,0.003,24,24,3614.51,0.559,0
BW-00205,62610.76,698,122875.21,0.571,0,6,88,Medical,Luxury Travel,Crypto Exchange,0,17,0.983,1.0,0.448,0.142,0.214,0.522,14,33,1841.49,0.287,0
BW-00206,5873.72,577,153721.04,0.383,16,2,94,Debt Consolidation,Retail,Luxury Travel,0,12,0.312,0.384,0.077,0.012,0.482,0.171,20,37,154.57,0.2,0
BW-00207,14639.8,614,133321.58,0.158,24,2,8,Medical,Retail,Crypto Exchange,0,10,0.186,0.379,0.639,0.016,0.327,0.301,27,39,366.0,0.562,0
BW-00208,68032.67,570,112790.45,0.482,8,7,86,Business Expansion,ATM Cash,Casino,0,8,0.403,0.766,0.779,0.127,0.391,0.123,15,22,2957.94,0.202,0
BW-00209,5480.85,801,66275.73,0.386,19,3,89,Education,Luxury Travel,Retail,0,13,0.471,0.6,0.145,0.016,0.163,0.178,19,32,166.09,0.394,0
BW-00210,20276.76,784,93899.63,0.264,12,3,10,Equipment Purchase,Luxury Travel,Crypto Exchange,1,7,0.895,1.0,0.716,0.006,0.072,0.412,3,5,3379.46,0.258,1
BW-00211,57129.71,776,175161.42,0.332,1,6,113,Debt Consolidation,ATM Cash,Luxury Travel,0,20,0.56,0.599,0.445,0.052,0.128,0.258,20,23,2380.4,0.701,0
BW-00212,70730.04,562,128664.81,0.264,12,6,29,Debt Consolidation,Casino,Luxury Travel,0,13,0.292,0.653,0.749,0.672,0.128,0.376,20,30,2281.61,0.841,0
BW-00213,66936.32,598,114659.31,0.245,8,2,40,Equipment Purchase,Casino,Casino,1,20,0.743,0.921,0.141,0.475,0.292,0.494,16,22,2910.27,0.591,1
BW-00214,26305.58,667,169943.49,0.19,19,6,118,Medical,ATM Cash,Casino,0,16,0.506,0.535,0.634,0.076,0.171,0.204,28,32,797.14,0.449,0
BW-00215,72657.03,603,117976.77,0.3,5,6,65,Debt Consolidation,Retail,Equipment Vendor,0,26,0.162,0.514,0.048,0.137,0.429,0.341,7,8,8073.0,0.947,0
BW-00216,27538.66,687,108912.38,0.238,0,6,116,Medical,Crypto Exchange,Equipment Vendor,0,24,0.577,0.678,0.707,0.707,0.494,0.467,18,23,1147.44,0.118,0
BW-00217,35912.97,602,143896.63,0.476,24,7,21,Equipment Purchase,Casino,Equipment Vendor,1,26,0.911,0.92,0.539,0.601,0.172,0.429,8,27,1282.61,0.359,1
BW-00218,75916.68,593,136899.84,0.476,4,5,103,Medical,Casino,Retail,0,13,0.843,0.897,0.296,0.673,0.353,0.324,27,31,2372.4,0.337,1
BW-00219,66715.13,602,58974.0,0.376,2,1,24,Education,ATM Cash,Luxury Travel,0,25,0.587,0.851,0.152,0.013,0.329,0.23,14,28,2300.52,0.403,0
BW-00220,85676.22,623,100696.24,0.528,3,6,73,Equipment Purchase,ATM Cash,Equipment Vendor,1,26,0.377,0.768,0.653,0.143,0.097,0.245,18,28,2954.35,0.296,1
BW-00221,67473.22,595,100877.32,0.563,0,1,60,Equipment Purchase,Crypto Exchange,Luxury Travel,1,23,0.087,0.132,0.483,0.442,0.459,0.26,1,5,11245.54,0.325,1
BW-00222,58989.32,562,86733.68,0.419,13,1,108,Debt Consolidation,Crypto Exchange,Casino,0,4,0.47,0.655,0.288,0.934,0.1,0.209,24,41,1404.51,0.319,0
BW-00223,13899.1,714,107594.02,0.44,8,3,118,Debt Consolidation,Luxury Travel,Retail,0,9,0.752,0.824,0.355,0.005,0.368,0.419,20,27,496.4,0.53,0
BW-00224,39933.0,651,91966.11,0.256,23,6,26,Debt Consolidation,ATM Cash,Casino,0,5,0.36,0.658,0.661,0.114,0.174,0.075,6,16,2349.0,0.432,0
BW-00225,30194.22,829,59901.82,0.592,3,2,9,Education,Casino,Luxury Travel,0,27,0.235,0.282,0.271,0.61,0.184,0.58,13,29,1006.47,0.643,0
BW-00226,28179.02,807,91854.97,0.113,17,5,20,Education,Equipment Vendor,ATM Cash,0,9,0.931,1.0,0.072,0.058,0.228,0.467,1,14,1878.6,0.537,0
BW-00227,97436.0,687,40841.54,0.292,13,2,56,Business Expansion,Equipment Vendor,ATM Cash,0,10,0.822,0.901,0.729,0.036,0.432,0.179,19,20,4639.81,0.256,0
BW-00228,42344.28,712,116367.88,0.497,24,6,99,Equipment Purchase,Retail,Equipment Vendor,0,25,0.638,0.859,0.31,0.034,0.07,0.026,7,13,3024.59,0.789,0
BW-00229,89744.42,660,158048.18,0.144,3,2,36,Debt Consolidation,Casino,ATM Cash,0,23,0.137,0.486,0.279,0.907,0.027,0.427,23,40,2188.89,0.501,0
BW-00230,64958.17,651,138793.06,0.201,24,6,106,Equipment Purchase,Equipment Vendor,Casino,0,5,0.145,0.349,0.164,0.026,0.201,0.441,27,27,2319.93,0.23,0
BW-00231,80507.07,566,84059.11,0.424,9,5,36,Medical,Casino,ATM Cash,0,9,0.103,0.126,0.718,0.545,0.028,0.578,24,38,2064.28,0.242,0
BW-00232,52750.52,817,43060.68,0.408,2,0,118,Education,ATM Cash,Crypto Exchange,0,13,0.616,0.841,0.174,0.055,0.344,0.152,16,16,3102.97,0.777,0
BW-00233,59805.87,731,60322.41,0.506,22,5,73,Business Expansion,Casino,Retail,0,19,0.116,0.435,0.509,0.517,0.38,0.05,14,30,1929.22,0.698,0
BW-00234,51789.18,573,111823.55,0.547,6,7,22,Medical,Equipment Vendor,Luxury Travel,0,2,0.843,0.896,0.705,0.069,0.427,0.549,2,8,5754.35,0.531,1
BW-00235,23548.08,578,61058.56,0.171,9,0,1,Equipment Purchase,Casino,Equipment Vendor,1,6,0.993,1.0,0.028,0.457,0.372,0.155,7,22,1023.83,0.36,1
BW-00236,73632.95,720,111595.97,0.11,12,4,69,Education,Crypto Exchange,Casino,0,28,0.366,0.441,0.663,0.772,0.458,0.433,20,21,3346.95,0.491,0
BW-00237,31673.37,777,64739.85,0.479,3,0,73,Debt Consolidation,Retail,Retail,0,1,0.454,0.752,0.328,0.106,0.374,0.036,22,36,856.04,0.641,0
BW-00238,7310.02,737,157338.58,0.266,17,1,37,Medical,Luxury Travel,Equipment Vendor,0,6,0.712,0.949,0.526,0.132,0.468,0.456,20,39,182.75,0.847,0
BW-00239,66319.87,779,89590.72,0.444,10,7,102,Education,Equipment Vendor,Casino,0,16,0.937,1.0,0.298,0.042,0.097,0.076,15,25,2550.76,0.572,0
BW-00240,21825.51,668,66832.59,0.183,24,1,83,Equipment Purchase,ATM Cash,ATM Cash,1,12,0.894,0.994,0.556,0.027,0.25,0.417,25,26,808.35,0.335,1
BW-00241,94343.57,705,151848.93,0.358,3,7,72,Equipment Purchase,Luxury Travel,Luxury Travel,1,25,0.058,0.191,0.203,0.114,0.497,0.319,14,24,3773.74,0.136,0
BW-00242,95623.21,821,81425.84,0.377,23,5,106,Medical,Retail,Crypto Exchange,0,20,0.169,0.555,0.018,0.028,0.341,0.573,1,16,5624.89,0.249,0
BW-00243,91912.12,724,46723.15,0.422,13,1,107,Medical,Crypto Exchange,Crypto Exchange,0,8,0.755,0.851,0.758,0.695,0.439,0.022,17,18,4837.48,0.653,0
BW-00244,40165.08,653,115561.42,0.382,17,1,96,Medical,Crypto Exchange,ATM Cash,0,12,0.689,1.0,0.013,0.455,0.015,0.175,16,34,1147.57,0.236,0
BW-00245,6468.38,641,117234.63,0.373,7,4,13,Business Expansion,Crypto Exchange,Luxury Travel,0,14,0.133,0.365,0.659,0.975,0.436,0.042,5,20,308.02,0.509,1
BW-00246,93190.26,735,137204.35,0.283,9,1,84,Debt Consolidation,Crypto Exchange,Retail,0,12,0.502,0.551,0.135,0.799,0.349,0.528,21,28,3213.46,0.694,0
BW-00247,45677.49,832,66032.91,0.139,4,3,100,Education,Equipment Vendor,Luxury Travel,0,16,0.781,0.968,0.314,0.147,0.085,0.356,27,46,971.86,0.362,0
BW-00248,96832.21,730,96565.7,0.149,22,3,43,Equipment Purchase,Equipment Vendor,ATM Cash,0,7,0.219,0.598,0.658,0.044,0.013,0.321,24,28,3339.04,0.669,0
BW-00249,96543.9,719,72355.19,0.339,6,3,108,Equipment Purchase,Casino,Casino,1,8,0.871,1.0,0.165,0.594,0.13,0.079,23,30,3114.32,0.594,1
BW-00250,86035.9,736,42143.06,0.296,11,0,37,Debt Consolidation,ATM Cash,Retail,0,8,0.053,0.398,0.693,0.027,0.458,0.293,27,40,2098.44,0.473,1
BW-00251,32972.64,724,161492.07,0.384,24,5,94,Medical,Casino,Crypto Exchange,0,7,0.782,0.885,0.398,0.566,0.334,0.239,3,16,1939.57,0.863,0
BW-00252,41584.28,771,139330.47,0.268,2,5,74,Medical,ATM Cash,ATM Cash,0,15,0.616,0.844,0.293,0.075,0.46,0.189,24,41,990.1,0.688,0
BW-00253,85857.98,782,75219.46,0.478,3,2,95,Equipment Purchase,Retail,Casino,0,19,0.315,0.653,0.53,0.012,0.223,0.463,20,24,3434.32,0.407,0
BW-00254,35107.59,711,119905.95,0.575,9,4,25,Debt Consolidation,Casino,ATM Cash,0,29,0.721,1.0,0.273,0.731,0.468,0.037,19,28,1210.61,0.784,1
BW-00255,21101.81,683,60189.57,0.264,3,3,93,Equipment Purchase,Retail,Equipment Vendor,0,29,0.782,0.976,0.278,0.134,0.231,0.388,2,16,1241.28,0.727,0
BW-00256,57896.12,773,163535.49,0.206,14,3,88,Medical,Retail,Equipment Vendor,0,6,0.934,1.0,0.587,0.024,0.102,0.494,25,37,1523.58,0.773,0
BW-00257,93934.7,702,47235.95,0.164,9,1,103,Education,Retail,Equipment Vendor,0,16,0.368,0.369,0.248,0.109,0.076,0.544,14,22,4084.12,0.645,0
BW-00258,71122.83,582,30575.57,0.439,20,3,21,Medical,Crypto Exchange,Crypto Exchange,0,6,0.686,0.787,0.161,0.487,0.497,0.448,28,36,1922.24,0.422,0
BW-00259,59155.81,604,105301.23,0.344,21,1,41,Education,Luxury Travel,Luxury Travel,0,5,0.603,0.714,0.646,0.113,0.167,0.169,23,41,1408.47,0.396,0
BW-00260,14231.77,556,117469.17,0.203,15,1,73,Business Expansion,Luxury Travel,Retail,0,4,0.525,0.562,0.644,0.107,0.08,0.36,21,29,474.39,0.656,0
BW-00261,63425.69,793,116844.8,0.459,14,2,42,Debt Consolidation,Equipment Vendor,Crypto Exchange,0,16,0.89,1.0,0.398,0.004,0.004,0.085,25,29,2114.19,0.211,0
BW-00262,99055.12,675,38176.79,0.182,18,0,42,Business Expansion,Retail,Casino,0,7,0.003,0.131,0.421,0.027,0.143,0.07,19,24,3962.2,0.797,0
BW-00263,18307.98,561,77106.57,0.405,19,1,2,Medical,Crypto Exchange,Casino,0,25,0.282,0.67,0.557,0.54,0.445,0.383,13,22,796.0,0.415,0
BW-00264,54241.32,565,104879.84,0.39,18,1,68,Debt Consolidation,Casino,Equipment Vendor,0,0,0.538,0.805,0.407,0.9,0.267,0.511,13,22,2358.32,0.636,0
BW-00265,88350.44,757,62486.88,0.504,17,5,8,Medical,Casino,Retail,0,15,0.178,0.348,0.334,0.934,0.316,0.04,29,34,2524.3,0.524,0
BW-00266,75373.02,592,160893.88,0.13,11,2,96,Debt Consolidation,Equipment Vendor,Equipment Vendor,0,16,0.908,1.0,0.796,0.094,0.461,0.064,6,6,10767.57,0.541,0
BW-00267,71216.5,684,43066.39,0.588,24,1,61,Debt Consolidation,Equipment Vendor,Casino,0,29,0.648,0.709,0.118,0.002,0.256,0.339,24,43,1618.56,0.727,0
BW-00268,71735.99,777,103107.67,0.487,15,4,14,Medical,Retail,Casino,0,2,0.478,0.668,0.474,0.107,0.419,0.131,9,21,3260.73,0.633,0
BW-00269,39151.66,660,133712.41,0.219,0,0,113,Medical,Retail,Luxury Travel,0,12,0.815,1.0,0.709,0.09,0.162,0.367,20,27,1398.27,0.313,0
BW-00270,32891.23,709,69262.67,0.201,15,7,77,Debt Consolidation,Casino,Luxury Travel,0,7,0.451,0.473,0.55,0.411,0.489,0.129,1,13,2349.37,0.163,0
BW-00271,81889.31,813,123636.11,0.337,1,4,21,Debt Consolidation,Casino,Luxury Travel,0,15,0.559,0.846,0.705,0.757,0.039,0.07,24,29,2729.64,0.814,1
BW-00272,81960.77,774,154407.77,0.55,23,3,24,Medical,Casino,Equipment Vendor,0,23,0.003,0.043,0.269,0.753,0.362,0.327,10,28,2826.23,0.852,0
BW-00273,87371.87,766,58550.55,0.564,14,0,50,Medical,Casino,ATM Cash,0,29,0.366,0.422,0.218,0.627,0.33,0.517,3,14,5824.79,0.24,0
BW-00274,91757.85,594,167583.09,0.386,6,3,82,Equipment Purchase,Luxury Travel,Retail,1,6,0.139,0.203,0.681,0.149,0.096,0.411,6,20,4369.42,0.363,1
BW-00275,53577.53,763,113033.78,0.573,0,5,45,Equipment Purchase,Retail,Luxury Travel,0,20,0.69,1.0,0.315,0.023,0.194,0.491,16,23,2232.4,0.34,0
BW-00276,52644.05,608,74884.8,0.103,4,6,64,Equipment Purchase,Retail,Crypto Exchange,0,14,0.479,0.752,0.568,0.108,0.156,0.16,20,30,1698.2,0.897,0
BW-00277,80838.04,681,94628.74,0.119,9,6,64,Business Expansion,Casino,Luxury Travel,0,23,0.302,0.564,0.118,0.71,0.047,0.532,6,14,5389.2,0.274,0
BW-00278,66746.57,653,76828.78,0.602,21,6,104,Debt Consolidation,Crypto Exchange,Equipment Vendor,0,1,0.468,0.69,0.605,0.549,0.292,0.226,12,30,2153.12,0.242,0
BW-00279,71686.85,744,138766.67,0.526,20,1,26,Education,Casino,Retail,0,23,0.21,0.327,0.439,0.764,0.497,0.511,3,13,5120.49,0.255,0
BW-00280,80600.3,706,149445.1,0.348,3,2,32,Business Expansion,ATM Cash,Luxury Travel,0,27,0.925,1.0,0.215,0.032,0.28,0.283,23,28,2779.32,0.72,0
BW-00281,89550.51,647,154940.61,0.514,13,4,108,Debt Consolidation,Equipment Vendor,Retail,0,26,0.054,0.218,0.396,0.1,0.273,0.161,18,32,2713.65,0.855,0
BW-00282,37109.54,775,177865.24,0.626,12,3,57,Education,ATM Cash,Crypto Exchange,0,1,0.865,0.923,0.558,0.028,0.02,0.156,21,37,976.57,0.434,0
BW-00283,40680.38,754,148692.64,0.525,0,1,119,Equipment Purchase,Crypto Exchange,Casino,1,9,0.511,0.787,0.01,0.439,0.07,0.341,3,14,2712.03,0.216,1
BW-00284,13928.28,628,120207.61,0.563,15,6,53,Education,Equipment Vendor,Retail,0,4,0.619,0.671,0.51,0.074,0.257,0.047,5,6,1989.75,0.598,0
BW-00285,59936.61,673,80883.04,0.518,22,4,33,Medical,Crypto Exchange,ATM Cash,0,26,0.303,0.379,0.433,0.774,0.493,0.558,19,22,2605.94,0.278,0
BW-00286,8414.52,767,111689.32,0.193,8,4,52,Medical,Equipment Vendor,Luxury Travel,0,28,0.967,1.0,0.176,0.045,0.438,0.163,25,27,300.52,0.155,0
BW-00287,49231.81,553,36160.23,0.558,21,5,95,Debt Consolidation,Casino,Equipment Vendor,0,3,0.282,0.546,0.602,0.462,0.17,0.201,24,25,1893.53,0.853,0
BW-00288,56551.24,639,141723.76,0.207,15,5,18,Business Expansion,Casino,ATM Cash,0,14,0.589,0.841,0.243,0.605,0.272,0.14,18,36,1528.41,0.84,0
BW-00289,32221.42,653,96893.33,0.591,18,6,35,Equipment Purchase,Crypto Exchange,ATM Cash,1,12,0.993,1.0,0.221,0.48,0.276,0.002,8,12,2478.57,0.93,1
BW-00290,61129.16,668,33003.48,0.352,14,3,12,Debt Consolidation,Equipment Vendor,Equipment Vendor,0,16,0.881,1.0,0.377,0.142,0.343,0.416,24,40,1490.96,0.503,0
BW-00291,7897.52,682,39376.04,0.472,13,6,51,Equipment Purchase,Luxury Travel,Equipment Vendor,1,20,0.536,0.812,0.541,0.098,0.344,0.354,10,25,303.75,0.35,0
BW-00292,8548.08,645,88119.97,0.373,19,6,89,Medical,Crypto Exchange,Equipment Vendor,0,22,0.99,1.0,0.743,0.701,0.395,0.486,19,34,244.23,0.754,1
BW-00293,83147.05,692,117513.23,0.152,9,1,109,Business Expansion,Crypto Exchange,ATM Cash,0,0,0.701,0.905,0.113,0.512,0.012,0.025,10,21,3779.41,0.253,0
BW-00294,39218.11,837,99630.59,0.26,20,2,95,Business Expansion,ATM Cash,Retail,0,17,0.209,0.597,0.317,0.127,0.472,0.557,21,24,1568.72,0.307,0
BW-00295,17070.75,577,122880.65,0.641,11,6,10,Medical,Retail,Equipment Vendor,0,27,0.406,0.788,0.054,0.05,0.035,0.199,2,18,898.46,0.317,0
BW-00296,54613.11,827,102044.14,0.628,0,3,111,Education,Crypto Exchange,Casino,0,14,0.334,0.499,0.607,0.704,0.238,0.548,10,28,1883.21,0.909,1
BW-00297,78149.39,782,129255.58,0.276,20,4,52,Business Expansion,Luxury Travel,ATM Cash,0,13,0.344,0.672,0.358,0.128,0.46,0.064,22,23,3256.22,0.72,0
BW-00298,25503.0,566,62868.91,0.648,16,4,34,Education,Casino,ATM Cash,0,8,0.76,0.977,0.566,0.583,0.244,0.446,18,22,1108.83,0.214,0
BW-00299,64174.6,608,46926.48,0.565,8,7,115,Equipment Purchase,Equipment Vendor,ATM Cash,0,11,0.584,0.789,0.258,0.061,0.032,0.348,4,4,12834.92,0.179,0
BW-00300,13108.01,639,119465.09,0.436,22,0,67,Business Expansion,Retail,Crypto Exchange,0,4,0.038,0.06,0.675,0.109,0.115,0.215,3,16,771.06,0.816,0
BW-00301,9909.76,748,102703.43,0.122,18,6,110,Medical,Equipment Vendor,Retail,0,29,0.877,1.0,0.428,0.015,0.289,0.047,17,25,381.14,0.782,0
BW-00302,55478.69,575,34030.15,0.596,24,7,39,Education,Casino,Retail,0,28,0.297,0.657,0.755,0.654,0.044,0.363,24,40,1353.14,0.67,0
